130	12.01
135	12.08
140	12.13
145	12.17
150	12.21
155	12.24
160	12.27
165	12.3
170	12.33
175	12.36
180	12.38
185	12.41
190	12.43
195	12.45
200	12.47
205	12.49
210	12.51
215	12.52
220	12.54
225	12.55
230	12.57
235	12.58
240	12.59
245	12.6
250	12.62
